date,item_id,category,units_sold,is_holiday
2016-04-09,STORE_22,Izakaya,16,0
2016-04-09,STORE_23,Bar/Cocktail,22,0
2016-04-09,STORE_24,Izakaya,29,0
2016-04-09,STORE_25,Cafe/Sweets,18,0
2016-04-09,STORE_26,Cafe/Sweets,94,0
2016-04-09,STORE_27,Dining bar,44,0
2016-04-09,STORE_28,Okonomiyaki/Monja/Teppanyaki,20,0
2016-04-09,STORE_29,Bar/Cocktail,19,0
2016-04-09,STORE_30,Dining bar,16,0
2016-04-10,STORE_01,Izakaya,55,0
2016-04-10,STORE_02,Cafe/Sweets,15,0
2016-04-10,STORE_03,Bar/Cocktail,20,0
2016-04-10,STORE_04,Okonomiyaki/Monja/Teppanyaki,1,0
2016-04-10,STORE_05,Bar/Cocktail,41,0
2016-04-10,STORE_06,Dining bar,24,0
2016-04-10,STORE_07,Izakaya,53,0
2016-04-10,STORE_08,Izakaya,10,0
2016-04-10,STORE_09,Izakaya,55,0
2016-04-10,STORE_10,Japanese food,13,0
2016-04-10,STORE_11,Bar/Cocktail,31,0
2016-04-10,STORE_12,Izakaya,38,0
2016-04-10,STORE_13,Izakaya,27,0
2016-04-10,STORE_14,Italian/French,13,0
2016-04-10,STORE_15,Izakaya,15,0
2016-04-10,STORE_16,Italian/French,48,0
2016-04-10,STORE_17,Cafe/Sweets,17,0
2016-04-10,STORE_18,Cafe/Sweets,22,0
2016-04-10,STORE_19,Izakaya,21,0
2016-04-10,STORE_20,Bar/Cocktail,22,0
2016-04-10,STORE_21,Cafe/Sweets,49,0
2016-04-10,STORE_22,Izakaya,15,0
2016-04-10,STORE_23,Bar/Cocktail,8,0
2016-04-10,STORE_24,Izakaya,51,0
2016-04-10,STORE_25,Cafe/Sweets,16,0
2016-04-10,STORE_26,Cafe/Sweets,77,0
2016-04-10,STORE_27,Dining bar,27,0
2016-04-10,STORE_28,Okonomiyaki/Monja/Teppanyaki,35,0
2016-04-10,STORE_29,Bar/Cocktail,15,0
2016-04-10,STORE_30,Dining bar,42,0
2016-04-11,STORE_01,Izakaya,51,0
2016-04-11,STORE_02,Cafe/Sweets,8,0
2016-04-11,STORE_03,Bar/Cocktail,10,0
2016-04-11,STORE_04,Okonomiyaki/Monja/Teppanyaki,2,0
2016-04-11,STORE_05,Bar/Cocktail,17,0
2016-04-11,STORE_06,Dining bar,11,0
2016-04-11,STORE_07,Izakaya,16,0
2016-04-11,STORE_08,Izakaya,26,0
2016-04-11,STORE_09,Izakaya,9,0
2016-04-11,STORE_10,Japanese food,38,0
2016-04-11,STORE_11,Bar/Cocktail,33,0
2016-04-11,STORE_12,Izakaya,15,0
2016-04-11,STORE_13,Izakaya,10,0
2016-04-11,STORE_14,Italian/French,17,0
2016-04-11,STORE_15,Izakaya,14,0
2016-04-11,STORE_16,Italian/French,22,0
2016-04-11,STORE_17,Cafe/Sweets,4,0
2016-04-11,STORE_18,Cafe/Sweets,21,0
2016-04-11,STORE_19,Izakaya,2,0
2016-04-11,STORE_20,Bar/Cocktail,3,0
2016-04-11,STORE_21,Cafe/Sweets,24,0
2016-04-11,STORE_22,Izakaya,9,0
2016-04-11,STORE_23,Bar/Cocktail,8,0
2016-04-11,STORE_24,Izakaya,46,0
2016-04-11,STORE_25,Cafe/Sweets,6,0
2016-04-11,STORE_26,Cafe/Sweets,20,0
2016-04-11,STORE_27,Dining bar,26,0
2016-04-11,STORE_28,Okonomiyaki/Monja/Teppanyaki,13,0
2016-04-11,STORE_29,Bar/Cocktail,12,0
2016-04-11,STORE_30,Dining bar,7,0
2016-04-12,STORE_01,Izakaya,18,0
2016-04-12,STORE_02,Cafe/Sweets,5,0
2016-04-12,STORE_03,Bar/Cocktail,16,0
2016-04-12,STORE_04,Okonomiyaki/Monja/Teppanyaki,5,0
2016-04-12,STORE_05,Bar/Cocktail,9,0
2016-04-12,STORE_06,Dining bar,11,0
2016-04-12,STORE_07,Izakaya,18,0
2016-04-12,STORE_08,Izakaya,26,0
2016-04-12,STORE_09,Izakaya,20,0
2016-04-12,STORE_10,Japanese food,26,0
2016-04-12,STORE_11,Bar/Cocktail,34,0
2016-04-12,STORE_12,Izakaya,30,0
2016-04-12,STORE_13,Izakaya,28,0
2016-04-12,STORE_14,Italian/French,12,0
2016-04-12,STORE_15,Izakaya,18,0
2016-04-12,STORE_16,Italian/French,18,0
2016-04-12,STORE_17,Cafe/Sweets,16,0
2016-04-12,STORE_18,Cafe/Sweets,16,0
2016-04-12,STORE_19,Izakaya,19,0
2016-04-12,STORE_20,Bar/Cocktail,10,0
2016-04-12,STORE_21,Cafe/Sweets,21,0
2016-04-12,STORE_22,Izakaya,12,0
2016-04-12,STORE_23,Bar/Cocktail,10,0
2016-04-12,STORE_24,Izakaya,40,0
2016-04-12,STORE_25,Cafe/Sweets,17,0
2016-04-12,STORE_26,Cafe/Sweets,18,0
2016-04-12,STORE_27,Dining bar,20,0
2016-04-12,STORE_28,Okonomiyaki/Monja/Teppanyaki,29,0
2016-04-12,STORE_29,Bar/Cocktail,19,0
2016-04-12,STORE_30,Dining bar,25,0
2016-04-13,STORE_01,Izakaya,23,0
2016-04-13,STORE_02,Cafe/Sweets,4,0
2016-04-13,STORE_03,Bar/Cocktail,21,0
2016-04-13,STORE_04,Okonomiyaki/Monja/Teppanyaki,5,0
2016-04-13,STORE_05,Bar/Cocktail,17,0
2016-04-13,STORE_06,Dining bar,21,0
2016-04-13,STORE_07,Izakaya,9,0
2016-04-13,STORE_08,Izakaya,7,0
2016-04-13,STORE_09,Izakaya,38,0
2016-04-13,STORE_10,Japanese food,31,0
2016-04-13,STORE_11,Bar/Cocktail,23,0
2016-04-13,STORE_12,Izakaya,11,0
2016-04-13,STORE_13,Izakaya,22,0
2016-04-13,STORE_14,Italian/French,25,0
2016-04-13,STORE_15,Izakaya,7,0
2016-04-13,STORE_16,Italian/French,19,0
2016-04-13,STORE_17,Cafe/Sweets,13,0
2016-04-13,STORE_18,Cafe/Sweets,19,0
2016-04-13,STORE_19,Izakaya,11,0
2016-04-13,STORE_20,Bar/Cocktail,21,0
2016-04-13,STORE_21,Cafe/Sweets,28,0
2016-04-13,STORE_22,Izakaya,12,0
2016-04-13,STORE_23,Bar/Cocktail,20,0
2016-04-13,STORE_24,Izakaya,27,0
2016-04-13,STORE_25,Cafe/Sweets,8,0
2016-04-13,STORE_26,Cafe/Sweets,27,0
2016-04-13,STORE_27,Dining bar,41,0
2016-04-13,STORE_28,Okonomiyaki/Monja/Teppanyaki,4,0
2016-04-13,STORE_29,Bar/Cocktail,25,0
2016-04-13,STORE_30,Dining bar,9,0
2016-04-14,STORE_01,Izakaya,24,0
2016-04-14,STORE_02,Cafe/Sweets,4,0
2016-04-14,STORE_03,Bar/Cocktail,26,0
2016-04-14,STORE_04,Okonomiyaki/Monja/Teppanyaki,13,0
2016-04-14,STORE_05,Bar/Cocktail,11,0
2016-04-14,STORE_06,Dining bar,8,0
2016-04-14,STORE_07,Izakaya,27,0
2016-04-14,STORE_08,Izakaya,24,0
2016-04-14,STORE_09,Izakaya,25,0
2016-04-14,STORE_10,Japanese food,23,0
2016-04-14,STORE_11,Bar/Cocktail,25,0
2016-04-14,STORE_12,Izakaya,7,0
2016-04-14,STORE_13,Izakaya,12,0
2016-04-14,STORE_14,Italian/French,27,0
2016-04-14,STORE_15,Izakaya,9,0
2016-04-14,STORE_16,Italian/French,17,0
2016-04-14,STORE_17,Cafe/Sweets,17,0
2016-04-14,STORE_18,Cafe/Sweets,20,0
2016-04-14,STORE_19,Izakaya,19,0
2016-04-14,STORE_20,Bar/Cocktail,18,0
2016-04-14,STORE_21,Cafe/Sweets,18,0
2016-04-14,STORE_22,Izakaya,1,0
2016-04-14,STORE_23,Bar/Cocktail,14,0
2016-04-14,STORE_24,Izakaya,25,0
2016-04-14,STORE_25,Cafe/Sweets,13,0
2016-04-14,STORE_26,Cafe/Sweets,23,0
2016-04-14,STORE_27,Dining bar,31,0
2016-04-14,STORE_28,Okonomiyaki/Monja/Teppanyaki,21,0
2016-04-14,STORE_29,Bar/Cocktail,14,0
2016-04-14,STORE_30,Dining bar,21,0
2016-04-15,STORE_01,Izakaya,62,0
2016-04-15,STORE_02,Cafe/Sweets,12,0
2016-04-15,STORE_03,Bar/Cocktail,23,0
2016-04-15,STORE_04,Okonomiyaki/Monja/Teppanyaki,18,0
2016-04-15,STORE_05,Bar/Cocktail,29,0
2016-04-15,STORE_06,Dining bar,15,0
2016-04-15,STORE_07,Izakaya,28,0
2016-04-15,STORE_08,Izakaya,51,0
2016-04-15,STORE_09,Izakaya,41,0
2016-04-15,STORE_10,Japanese food,21,0
2016-04-15,STORE_11,Bar/Cocktail,27,0
2016-04-15,STORE_12,Izakaya,33,0
2016-04-15,STORE_13,Izakaya,60,0
2016-04-15,STORE_14,Italian/French,38,0
2016-04-15,STORE_15,Izakaya,38,0
2016-04-15,STORE_16,Italian/French,43,0
2016-04-15,STORE_17,Cafe/Sweets,6,0
2016-04-15,STORE_18,Cafe/Sweets,14,0
2016-04-15,STORE_19,Izakaya,41,0
2016-04-15,STORE_20,Bar/Cocktail,9,0
2016-04-15,STORE_21,Cafe/Sweets,22,0
2016-04-15,STORE_22,Izakaya,53,0
2016-04-15,STORE_23,Bar/Cocktail,32,0
2016-04-15,STORE_24,Izakaya,43,0
2016-04-15,STORE_25,Cafe/Sweets,17,0
2016-04-15,STORE_26,Cafe/Sweets,52,0
2016-04-15,STORE_27,Dining bar,31,0
2016-04-15,STORE_28,Okonomiyaki/Monja/Teppanyaki,20,0
2016-04-15,STORE_29,Bar/Cocktail,16,0
2016-04-15,STORE_30,Dining bar,15,0
2016-04-16,STORE_01,Izakaya,119,0
2016-04-16,STORE_02,Cafe/Sweets,7,0
2016-04-16,STORE_03,Bar/Cocktail,37,0
2016-04-16,STORE_04,Okonomiyaki/Monja/Teppanyaki,27,0
2016-04-16,STORE_05,Bar/Cocktail,57,0
2016-04-16,STORE_06,Dining bar,29,0
2016-04-16,STORE_07,Izakaya,32,0
2016-04-16,STORE_08,Izakaya,51,0
2016-04-16,STORE_09,Izakaya,43,0
2016-04-16,STORE_10,Japanese food,38,0
2016-04-16,STORE_11,Bar/Cocktail,32,0
2016-04-16,STORE_12,Izakaya,88,0
2016-04-16,STORE_13,Izakaya,36,0
2016-04-16,STORE_14,Italian/French,32,0
2016-04-16,STORE_15,Izakaya,17,0
2016-04-16,STORE_16,Italian/French,77,0
2016-04-16,STORE_17,Cafe/Sweets,29,0
2016-04-16,STORE_18,Cafe/Sweets,66,0
2016-04-16,STORE_19,Izakaya,44,0
2016-04-16,STORE_20,Bar/Cocktail,25,0
2016-04-16,STORE_21,Cafe/Sweets,45,0
2016-04-16,STORE_22,Izakaya,54,0
2016-04-16,STORE_23,Bar/Cocktail,22,0
2016-04-16,STORE_24,Izakaya,43,0
2016-04-16,STORE_25,Cafe/Sweets,15,0
2016-04-16,STORE_26,Cafe/Sweets,117,0
2016-04-16,STORE_27,Dining bar,47,0
2016-04-16,STORE_28,Okonomiyaki/Monja/Teppanyaki,35,0
2016-04-16,STORE_29,Bar/Cocktail,20,0
2016-04-16,STORE_30,Dining bar,38,0
2016-04-17,STORE_01,Izakaya,31,0
2016-04-17,STORE_02,Cafe/Sweets,7,0
2016-04-17,STORE_03,Bar/Cocktail,51,0
2016-04-17,STORE_04,Okonomiyaki/Monja/Teppanyaki,8,0
2016-04-17,STORE_05,Bar/Cocktail,43,0
2016-04-17,STORE_06,Dining bar,16,0
2016-04-17,STORE_07,Izakaya,34,0
2016-04-17,STORE_08,Izakaya,34,0
2016-04-17,STORE_09,Izakaya,39,0
2016-04-17,STORE_10,Japanese food,26,0
2016-04-17,STORE_11,Bar/Cocktail,34,0
2016-04-17,STORE_12,Izakaya,27,0
2016-04-17,STORE_13,Izakaya,37,0
2016-04-17,STORE_14,Italian/French,20,0
2016-04-17,STORE_15,Izakaya,6,0
2016-04-17,STORE_16,Italian/French,65,0
2016-04-17,STORE_17,Cafe/Sweets,14,0
2016-04-17,STORE_18,Cafe/Sweets,31,0
2016-04-17,STORE_19,Izakaya,26,0
2016-04-17,STORE_20,Bar/Cocktail,18,0
2016-04-17,STORE_21,Cafe/Sweets,30,0
2016-04-17,STORE_22,Izakaya,17,0
2016-04-17,STORE_23,Bar/Cocktail,22,0
2016-04-17,STORE_24,Izakaya,29,0
2016-04-17,STORE_25,Cafe/Sweets,14,0
2016-04-17,STORE_26,Cafe/Sweets,85,0
2016-04-17,STORE_27,Dining bar,40,0
2016-04-17,STORE_28,Okonomiyaki/Monja/Teppanyaki,10,0
2016-04-17,STORE_29,Bar/Cocktail,20,0
2016-04-17,STORE_30,Dining bar,25,0
2016-04-18,STORE_01,Izakaya,14,0
2016-04-18,STORE_02,Cafe/Sweets,8,0
2016-04-18,STORE_03,Bar/Cocktail,8,0
2016-04-18,STORE_04,Okonomiyaki/Monja/Teppanyaki,6,0
2016-04-18,STORE_05,Bar/Cocktail,18,0
2016-04-18,STORE_06,Dining bar,5,0
2016-04-18,STORE_07,Izakaya,21,0
2016-04-18,STORE_08,Izakaya,3,0
2016-04-18,STORE_09,Izakaya,26,0
2016-04-18,STORE_10,Japanese food,22,0
2016-04-18,STORE_11,Bar/Cocktail,29,0
2016-04-18,STORE_12,Izakaya,14,0
2016-04-18,STORE_13,Izakaya,13,0
2016-04-18,STORE_14,Italian/French,27,0
2016-04-18,STORE_16,Italian/French,20,0
2016-04-18,STORE_17,Cafe/Sweets,14,0
2016-04-18,STORE_18,Cafe/Sweets,18,0
2016-04-18,STORE_19,Izakaya,24,0
2016-04-18,STORE_20,Bar/Cocktail,7,0
2016-04-18,STORE_21,Cafe/Sweets,29,0
2016-04-18,STORE_22,Izakaya,4,0
2016-04-18,STORE_23,Bar/Cocktail,4,0
2016-04-18,STORE_24,Izakaya,28,0
2016-04-18,STORE_25,Cafe/Sweets,4,0
2016-04-18,STORE_26,Cafe/Sweets,24,0
2016-04-18,STORE_27,Dining bar,26,0
2016-04-18,STORE_28,Okonomiyaki/Monja/Teppanyaki,15,0
2016-04-18,STORE_29,Bar/Cocktail,15,0
2016-04-18,STORE_30,Dining bar,5,0
2016-04-19,STORE_01,Izakaya,25,0
2016-04-19,STORE_02,Cafe/Sweets,7,0
2016-04-19,STORE_03,Bar/Cocktail,23,0
2016-04-19,STORE_04,Okonomiyaki/Monja/Teppanyaki,11,0
2016-04-19,STORE_05,Bar/Cocktail,19,0
2016-04-19,STORE_06,Dining bar,7,0
2016-04-19,STORE_07,Izakaya,19,0
2016-04-19,STORE_08,Izakaya,6,0
2016-04-19,STORE_09,Izakaya,28,0
2016-04-19,STORE_10,Japanese food,20,0
2016-04-19,STORE_11,Bar/Cocktail,17,0
2016-04-19,STORE_12,Izakaya,11,0
2016-04-19,STORE_13,Izakaya,35,0
2016-04-19,STORE_14,Italian/French,22,0
2016-04-19,STORE_15,Izakaya,6,0
2016-04-19,STORE_16,Italian/French,39,0
2016-04-19,STORE_17,Cafe/Sweets,11,0
2016-04-19,STORE_18,Cafe/Sweets,11,0
2016-04-19,STORE_19,Izakaya,20,0
2016-04-19,STORE_20,Bar/Cocktail,6,0
2016-04-19,STORE_21,Cafe/Sweets,30,0
2016-04-19,STORE_22,Izakaya,11,0
2016-04-19,STORE_23,Bar/Cocktail,12,0
2016-04-19,STORE_24,Izakaya,33,0
2016-04-19,STORE_25,Cafe/Sweets,19,0
2016-04-19,STORE_26,Cafe/Sweets,40,0
2016-04-19,STORE_27,Dining bar,23,0
2016-04-19,STORE_28,Okonomiyaki/Monja/Teppanyaki,11,0
2016-04-19,STORE_29,Bar/Cocktail,11,0
2016-04-19,STORE_30,Dining bar,7,0
2016-04-20,STORE_01,Izakaya,18,0
2016-04-20,STORE_02,Cafe/Sweets,5,0
2016-04-20,STORE_03,Bar/Cocktail,19,0
2016-04-20,STORE_04,Okonomiyaki/Monja/Teppanyaki,12,0
2016-04-20,STORE_05,Bar/Cocktail,12,0
2016-04-20,STORE_06,Dining bar,1,0
2016-04-20,STORE_07,Izakaya,28,0
2016-04-20,STORE_08,Izakaya,11,0
2016-04-20,STORE_09,Izakaya,31,0
2016-04-20,STORE_10,Japanese food,24,0
2016-04-20,STORE_11,Bar/Cocktail,23,0
2016-04-20,STORE_12,Izakaya,20,0
2016-04-20,STORE_13,Izakaya,19,0
2016-04-20,STORE_14,Italian/French,12,0
2016-04-20,STORE_15,Izakaya,11,0
2016-04-20,STORE_16,Italian/French,32,0
2016-04-20,STORE_17,Cafe/Sweets,15,0
2016-04-20,STORE_18,Cafe/Sweets,30,0
2016-04-20,STORE_19,Izakaya,29,0
2016-04-20,STORE_20,Bar/Cocktail,12,0
2016-04-20,STORE_21,Cafe/Sweets,38,0
2016-04-20,STORE_22,Izakaya,33,0
2016-04-20,STORE_23,Bar/Cocktail,20,0
2016-04-20,STORE_24,Izakaya,26,0
2016-04-20,STORE_25,Cafe/Sweets,14,0
2016-04-20,STORE_26,Cafe/Sweets,22,0
2016-04-20,STORE_27,Dining bar,39,0
2016-04-20,STORE_28,Okonomiyaki/Monja/Teppanyaki,20,0
2016-04-20,STORE_29,Bar/Cocktail,27,0
2016-04-20,STORE_30,Dining bar,3,0
2016-04-21,STORE_01,Izakaya,24,0
2016-04-21,STORE_02,Cafe/Sweets,5,0
2016-04-21,STORE_03,Bar/Cocktail,32,0
2016-04-21,STORE_04,Okonomiyaki/Monja/Teppanyaki,7,0
2016-04-21,STORE_05,Bar/Cocktail,22,0
2016-04-21,STORE_06,Dining bar,10,0
2016-04-21,STORE_07,Izakaya,25,0
2016-04-21,STORE_08,Izakaya,35,0
2016-04-21,STORE_09,Izakaya,28,0
2016-04-21,STORE_10,Japanese food,26,0
2016-04-21,STORE_11,Bar/Cocktail,24,0
2016-04-21,STORE_12,Izakaya,35,0
2016-04-21,STORE_13,Izakaya,54,0
2016-04-21,STORE_14,Italian/French,11,0
2016-04-21,STORE_15,Izakaya,11,0
2016-04-21,STORE_16,Italian/French,18,0
2016-04-21,STORE_17,Cafe/Sweets,14,0
2016-04-21,STORE_18,Cafe/Sweets,22,0
2016-04-21,STORE_19,Izakaya,18,0
2016-04-21,STORE_20,Bar/Cocktail,14,0
2016-04-21,STORE_21,Cafe/Sweets,19,0
2016-04-21,STORE_22,Izakaya,36,0
2016-04-21,STORE_23,Bar/Cocktail,13,0
2016-04-21,STORE_24,Izakaya,15,0
2016-04-21,STORE_25,Cafe/Sweets,7,0
2016-04-21,STORE_26,Cafe/Sweets,30,0
2016-04-21,STORE_27,Dining bar,9,0
2016-04-21,STORE_28,Okonomiyaki/Monja/Teppanyaki,10,0
2016-04-21,STORE_29,Bar/Cocktail,16,0
2016-04-21,STORE_30,Dining bar,17,0
2016-04-22,STORE_01,Izakaya,38,0
2016-04-22,STORE_02,Cafe/Sweets,8,0
2016-04-22,STORE_03,Bar/Cocktail,22,0
2016-04-22,STORE_04,Okonomiyaki/Monja/Teppanyaki,15,0
2016-04-22,STORE_05,Bar/Cocktail,23,0
2016-04-22,STORE_06,Dining bar,11,0
2016-04-22,STORE_07,Izakaya,24,0
2016-04-22,STORE_08,Izakaya,43,0
2016-04-22,STORE_09,Izakaya,30,0
2016-04-22,STORE_10,Japanese food,6,0
2016-04-22,STORE_11,Bar/Cocktail,39,0
2016-04-22,STORE_12,Izakaya,44,0
2016-04-22,STORE_13,Izakaya,21,0
2016-04-22,STORE_14,Italian/French,22,0
2016-04-22,STORE_15,Izakaya,34,0
2016-04-22,STORE_16,Italian/French,51,0
2016-04-22,STORE_17,Cafe/Sweets,23,0
2016-04-22,STORE_18,Cafe/Sweets,32,0
2016-04-22,STORE_19,Izakaya,39,0
2016-04-22,STORE_20,Bar/Cocktail,14,0
2016-04-22,STORE_21,Cafe/Sweets,29,0
2016-04-22,STORE_22,Izakaya,56,0
2016-04-22,STORE_23,Bar/Cocktail,34,0
2016-04-22,STORE_24,Izakaya,58,0
2016-04-22,STORE_25,Cafe/Sweets,11,0
2016-04-22,STORE_26,Cafe/Sweets,21,0
2016-04-22,STORE_27,Dining bar,34,0
2016-04-22,STORE_28,Okonomiyaki/Monja/Teppanyaki,27,0
2016-04-22,STORE_29,Bar/Cocktail,21,0
2016-04-22,STORE_30,Dining bar,27,0
2016-04-23,STORE_01,Izakaya,46,0
2016-04-23,STORE_02,Cafe/Sweets,8,0
2016-04-23,STORE_03,Bar/Cocktail,29,0
2016-04-23,STORE_04,Okonomiyaki/Monja/Teppanyaki,16,0
2016-04-23,STORE_05,Bar/Cocktail,39,0
2016-04-23,STORE_06,Dining bar,13,0
2016-04-23,STORE_07,Izakaya,29,0
2016-04-23,STORE_08,Izakaya,61,0
2016-04-23,STORE_09,Izakaya,26,0
2016-04-23,STORE_10,Japanese food,49,0
2016-04-23,STORE_11,Bar/Cocktail,47,0
2016-04-23,STORE_12,Izakaya,96,0
2016-04-23,STORE_13,Izakaya,49,0
2016-04-23,STORE_14,Italian/French,33,0
2016-04-23,STORE_15,Izakaya,26,0
2016-04-23,STORE_16,Italian/French,85,0
2016-04-23,STORE_17,Cafe/Sweets,41,0
2016-04-23,STORE_18,Cafe/Sweets,53,0
2016-04-23,STORE_19,Izakaya,35,0
2016-04-23,STORE_20,Bar/Cocktail,11,0
2016-04-23,STORE_21,Cafe/Sweets,49,0
2016-04-23,STORE_22,Izakaya,48,0
2016-04-23,STORE_23,Bar/Cocktail,24,0
2016-04-23,STORE_24,Izakaya,18,0
2016-04-23,STORE_25,Cafe/Sweets,16,0
2016-04-23,STORE_26,Cafe/Sweets,109,0
2016-04-23,STORE_27,Dining bar,39,0
2016-04-23,STORE_28,Okonomiyaki/Monja/Teppanyaki,33,0
2016-04-23,STORE_29,Bar/Cocktail,12,0
2016-04-23,STORE_30,Dining bar,59,0
2016-04-24,STORE_01,Izakaya,42,0
2016-04-24,STORE_02,Cafe/Sweets,9,0
2016-04-24,STORE_03,Bar/Cocktail,55,0
2016-04-24,STORE_04,Okonomiyaki/Monja/Teppanyaki,4,0
2016-04-24,STORE_05,Bar/Cocktail,36,0
2016-04-24,STORE_06,Dining bar,26,0
2016-04-24,STORE_07,Izakaya,34,0
2016-04-24,STORE_08,Izakaya,26,0
2016-04-24,STORE_09,Izakaya,59,0
2016-04-24,STORE_10,Japanese food,20,0
2016-04-24,STORE_11,Bar/Cocktail,7,0
2016-04-24,STORE_12,Izakaya,19,0
2016-04-24,STORE_13,Izakaya,34,0
2016-04-24,STORE_14,Italian/French,20,0
2016-04-24,STORE_15,Izakaya,26,0
2016-04-24,STORE_16,Italian/French,41,0
2016-04-24,STORE_17,Cafe/Sweets,34,0
2016-04-24,STORE_18,Cafe/Sweets,45,0
2016-04-24,STORE_19,Izakaya,23,0
2016-04-24,STORE_20,Bar/Cocktail,16,0
2016-04-24,STORE_21,Cafe/Sweets,53,0
2016-04-24,STORE_22,Izakaya,11,0
2016-04-24,STORE_23,Bar/Cocktail,2,0
2016-04-24,STORE_24,Izakaya,23,0
2016-04-24,STORE_25,Cafe/Sweets,16,0
2016-04-24,STORE_26,Cafe/Sweets,97,0
2016-04-24,STORE_27,Dining bar,55,0
2016-04-24,STORE_28,Okonomiyaki/Monja/Teppanyaki,25,0
2016-04-24,STORE_29,Bar/Cocktail,16,0
2016-04-24,STORE_30,Dining bar,39,0
2016-04-25,STORE_01,Izakaya,33,0
2016-04-25,STORE_02,Cafe/Sweets,10,0
2016-04-25,STORE_03,Bar/Cocktail,14,0
2016-04-25,STORE_04,Okonomiyaki/Monja/Teppanyaki,2,0
2016-04-25,STORE_05,Bar/Cocktail,16,0
2016-04-25,STORE_06,Dining bar,17,0
2016-04-25,STORE_07,Izakaya,33,0
2016-04-25,STORE_08,Izakaya,14,0
2016-04-25,STORE_09,Izakaya,19,0
2016-04-25,STORE_10,Japanese food,25,0
2016-04-25,STORE_11,Bar/Cocktail,39,0
2016-04-25,STORE_12,Izakaya,9,0
2016-04-25,STORE_13,Izakaya,18,0
2016-04-25,STORE_14,Italian/French,23,0
2016-04-25,STORE_15,Izakaya,4,0
2016-04-25,STORE_16,Italian/French,20,0
2016-04-25,STORE_17,Cafe/Sweets,10,0
2016-04-25,STORE_18,Cafe/Sweets,18,0
2016-04-25,STORE_19,Izakaya,19,0
2016-04-25,STORE_20,Bar/Cocktail,26,0
2016-04-25,STORE_21,Cafe/Sweets,34,0
2016-04-25,STORE_22,Izakaya,25,0
2016-04-25,STORE_23,Bar/Cocktail,10,0
2016-04-25,STORE_24,Izakaya,28,0
2016-04-25,STORE_25,Cafe/Sweets,2,0
2016-04-25,STORE_26,Cafe/Sweets,27,0
2016-04-25,STORE_27,Dining bar,35,0
2016-04-25,STORE_28,Okonomiyaki/Monja/Teppanyaki,15,0
2016-04-25,STORE_29,Bar/Cocktail,14,0
2016-04-25,STORE_30,Dining bar,10,0
2016-04-26,STORE_01,Izakaya,14,0
2016-04-26,STORE_02,Cafe/Sweets,7,0
2016-04-26,STORE_03,Bar/Cocktail,15,0
2016-04-26,STORE_04,Okonomiyaki/Monja/Teppanyaki,14,0
2016-04-26,STORE_05,Bar/Cocktail,11,0
2016-04-26,STORE_06,Dining bar,12,0
2016-04-26,STORE_07,Izakaya,25,0
2016-04-26,STORE_08,Izakaya,15,0
2016-04-26,STORE_09,Izakaya,25,0
2016-04-26,STORE_10,Japanese food,19,0
2016-04-26,STORE_11,Bar/Cocktail,25,0
2016-04-26,STORE_12,Izakaya,33,0
2016-04-26,STORE_13,Izakaya,26,0
2016-04-26,STORE_14,Italian/French,22,0
2016-04-26,STORE_15,Izakaya,8,0
2016-04-26,STORE_16,Italian/French,20,0
2016-04-26,STORE_17,Cafe/Sweets,10,0
2016-04-26,STORE_18,Cafe/Sweets,25,0
2016-04-26,STORE_19,Izakaya,27,0
2016-04-26,STORE_20,Bar/Cocktail,11,0
2016-04-26,STORE_21,Cafe/Sweets,24,0
2016-04-26,STORE_22,Izakaya,52,0
2016-04-26,STORE_23,Bar/Cocktail,23,0
2016-04-26,STORE_24,Izakaya,37,0
2016-04-26,STORE_25,Cafe/Sweets,33,0
2016-04-26,STORE_26,Cafe/Sweets,34,0
2016-04-26,STORE_27,Dining bar,14,0
2016-04-26,STORE_28,Okonomiyaki/Monja/Teppanyaki,29,0
2016-04-26,STORE_29,Bar/Cocktail,22,0
2016-04-26,STORE_30,Dining bar,15,0
2016-04-27,STORE_01,Izakaya,40,0
2016-04-27,STORE_02,Cafe/Sweets,10,0
2016-04-27,STORE_03,Bar/Cocktail,31,0
2016-04-27,STORE_04,Okonomiyaki/Monja/Teppanyaki,13,0
2016-04-27,STORE_05,Bar/Cocktail,18,0
2016-04-27,STORE_06,Dining bar,2,0
2016-04-27,STORE_07,Izakaya,35,0
2016-04-27,STORE_08,Izakaya,23,0
2016-04-27,STORE_09,Izakaya,32,0
2016-04-27,STORE_10,Japanese food,23,0
2016-04-27,STORE_11,Bar/Cocktail,29,0
2016-04-27,STORE_12,Izakaya,16,0
2016-04-27,STORE_13,Izakaya,9,0
2016-04-27,STORE_14,Italian/French,21,0
2016-04-27,STORE_15,Izakaya,13,0
2016-04-27,STORE_16,Italian/French,25,0
2016-04-27,STORE_17,Cafe/Sweets,17,0
2016-04-27,STORE_18,Cafe/Sweets,35,0
2016-04-27,STORE_19,Izakaya,15,0
2016-04-27,STORE_20,Bar/Cocktail,12,0
2016-04-27,STORE_21,Cafe/Sweets,34,0
2016-04-27,STORE_22,Izakaya,16,0
2016-04-27,STORE_23,Bar/Cocktail,11,0
2016-04-27,STORE_24,Izakaya,32,0
2016-04-27,STORE_25,Cafe/Sweets,4,0
2016-04-27,STORE_26,Cafe/Sweets,17,0
2016-04-27,STORE_27,Dining bar,28,0
